11:28:59 INFO | Running autotest_quickmerge step.
14:13:30 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:13:30 INFO | autoserv| Installing updated global_config.ini.
14:13:34 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:13:34 INFO | autoserv| Entered autotestd_monitor.
14:13:34 INFO | autoserv| Finished launching tail subprocesses.
14:13:34 INFO | autoserv| Finished waiting on autotestd to start.
14:13:35 INFO | autoserv| START	----	----	timestamp=1455221620	localtime=Feb 11 14:13:40
14:13:35 INFO | autoserv| START	security_Firewall	security_Firewall	timestamp=1455221620	localtime=Feb 11 14:13:40
14:13:35 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/security_Firewall into test-security_Firewall.tar.bz2
14:13:37 INFO | autoserv| GOOD	security_Firewall	security_Firewall	timestamp=1455221622	localtime=Feb 11 14:13:42	completed successfully
14:13:37 INFO | autoserv| END GOOD	security_Firewall	security_Firewall	timestamp=1455221622	localtime=Feb 11 14:13:42
14:13:42 INFO | autoserv| END GOOD	----	----	timestamp=1455221627	localtime=Feb 11 14:13:47
14:13:42 INFO | autoserv| Got lock of exit_code_file.
14:13:42 INFO | autoserv| Released lock of exit_code_file and closed it.
14:13:44 INFO | autoserv| Client complete
14:13:46 INFO | autoserv| Finished processing control file
14:13:46 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_GU5lqKssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp4GdwGC -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:13:48 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_ZAn1SJssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:13:51 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:13:52 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-16-security_SuidBinaries
14:13:52 INFO | autoserv| Logged pid 2065 to /tmp/test_that_results_Mo9M4N/results-16-security_SuidBinaries/.autoserv_execute
14:13:52 INFO | autoserv| I am PID 2065
14:13:52 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:13:52 INFO | autoserv| Processing control file
14:13:52 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_lw3CwHssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpasH76Y -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:13:54 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_oGnzDJssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:13:56 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:13:56	timestamp=1455221636
14:13:56 INFO | autoserv| Installing autotest on 192.168.1.42
14:13:57 INFO | autoserv| Using installation dir /usr/local/autotest
14:13:58 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:13:58 INFO | autoserv| Installing updated global_config.ini.
14:14:00 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:14:02 INFO | autoserv| START	----	----	timestamp=1455221647	localtime=Feb 11 14:14:07
14:14:02 INFO | autoserv| START	security_SuidBinaries.suid	security_SuidBinaries.suid	timestamp=1455221647	localtime=Feb 11 14:14:07
14:14:02 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/security_SuidBinaries into test-security_SuidBinaries.tar.bz2
14:14:02 INFO | autoserv| Entered autotestd_monitor.
14:14:02 INFO | autoserv| Finished launching tail subprocesses.
14:14:02 INFO | autoserv| Finished waiting on autotestd to start.
14:14:06 INFO | autoserv| GOOD	security_SuidBinaries.suid	security_SuidBinaries.suid	timestamp=1455221649	localtime=Feb 11 14:14:09	completed successfully
14:14:06 INFO | autoserv| END GOOD	security_SuidBinaries.suid	security_SuidBinaries.suid	timestamp=1455221649	localtime=Feb 11 14:14:09
14:14:16 INFO | autoserv| START	security_SuidBinaries.sgid	security_SuidBinaries.sgid	timestamp=1455221660	localtime=Feb 11 14:14:20
14:14:16 INFO | autoserv| GOOD	security_SuidBinaries.sgid	security_SuidBinaries.sgid	timestamp=1455221661	localtime=Feb 11 14:14:21	completed successfully
14:14:16 INFO | autoserv| END GOOD	security_SuidBinaries.sgid	security_SuidBinaries.sgid	timestamp=1455221661	localtime=Feb 11 14:14:21
14:14:17 INFO | autoserv| START	security_SuidBinaries.fscap	security_SuidBinaries.fscap	timestamp=1455221662	localtime=Feb 11 14:14:22
14:14:18 INFO | autoserv| GOOD	security_SuidBinaries.fscap	security_SuidBinaries.fscap	timestamp=1455221663	localtime=Feb 11 14:14:23	completed successfully
14:14:18 INFO | autoserv| END GOOD	security_SuidBinaries.fscap	security_SuidBinaries.fscap	timestamp=1455221663	localtime=Feb 11 14:14:23
14:14:20 INFO | autoserv| END GOOD	----	----	timestamp=1455221665	localtime=Feb 11 14:14:25
14:14:20 INFO | autoserv| Got lock of exit_code_file.
14:14:20 INFO | autoserv| Released lock of exit_code_file and closed it.
14:14:22 INFO | autoserv| Client complete
14:14:26 INFO | autoserv| Finished processing control file
14:14:26 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_2BcVHHssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmppJECRg -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:14:28 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_PbMGprssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:14:32 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:14:33 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-17-logging_CrashSender
14:14:33 INFO | autoserv| Logged pid 2179 to /tmp/test_that_results_Mo9M4N/results-17-logging_CrashSender/.autoserv_execute
14:14:33 INFO | autoserv| I am PID 2179
14:14:33 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:14:33 INFO | autoserv| Processing control file
14:14:33 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_hp45Vpssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpcwCz1h -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:14:35 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_skUCd8ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:14:37 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:14:37	timestamp=1455221677
14:14:37 INFO | autoserv| Installing autotest on 192.168.1.42
14:14:39 INFO | autoserv| Using installation dir /usr/local/autotest
14:14:42 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:14:42 INFO | autoserv| Installing updated global_config.ini.
14:14:46 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:14:46 INFO | autoserv| Entered autotestd_monitor.
14:14:46 INFO | autoserv| Finished launching tail subprocesses.
14:14:46 INFO | autoserv| Finished waiting on autotestd to start.
14:14:46 INFO | autoserv| START	----	----	timestamp=1455221692	localtime=Feb 11 14:14:52
14:14:46 INFO | autoserv| START	logging_CrashSender	logging_CrashSender	timestamp=1455221692	localtime=Feb 11 14:14:52
14:14:47 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/logging_CrashSender into test-logging_CrashSender.tar.bz2
14:14:52 INFO | autoserv| GOOD	logging_CrashSender	logging_CrashSender	timestamp=1455221697	localtime=Feb 11 14:14:57	completed successfully
14:14:53 INFO | autoserv| END GOOD	logging_CrashSender	logging_CrashSender	timestamp=1455221697	localtime=Feb 11 14:14:57
14:14:56 INFO | autoserv| END GOOD	----	----	timestamp=1455221701	localtime=Feb 11 14:15:01
14:14:56 INFO | autoserv| Got lock of exit_code_file.
14:14:56 INFO | autoserv| Released lock of exit_code_file and closed it.
14:14:58 INFO | autoserv| Client complete
14:14:59 INFO | autoserv| Finished processing control file
14:14:59 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Zsl2XWssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpBbKFkd -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:15:01 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_TGPMzRssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:15:04 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:15:05 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-18-security_NetworkListeners
14:15:05 INFO | autoserv| Logged pid 2283 to /tmp/test_that_results_Mo9M4N/results-18-security_NetworkListeners/.autoserv_execute
14:15:05 INFO | autoserv| I am PID 2283
14:15:05 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:15:05 INFO | autoserv| Processing control file
14:15:05 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_fnp1Akssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpphYF4K -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:15:06 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_jugYoYssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:15:07 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:15:07	timestamp=1455221707
14:15:07 INFO | autoserv| Installing autotest on 192.168.1.42
14:15:08 INFO | autoserv| Using installation dir /usr/local/autotest
14:15:09 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:15:09 INFO | autoserv| Installing updated global_config.ini.
14:15:11 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:15:12 INFO | autoserv| START	----	----	timestamp=1455221717	localtime=Feb 11 14:15:17
14:15:12 INFO | autoserv| START	security_NetworkListeners	security_NetworkListeners	timestamp=1455221717	localtime=Feb 11 14:15:17
14:15:12 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/security_NetworkListeners into test-security_NetworkListeners.tar.bz2
14:15:13 INFO | autoserv| Entered autotestd_monitor.
14:15:13 INFO | autoserv| Finished launching tail subprocesses.
14:15:13 INFO | autoserv| Finished waiting on autotestd to start.
14:15:20 INFO | autoserv| GOOD	security_NetworkListeners	security_NetworkListeners	timestamp=1455221725	localtime=Feb 11 14:15:25	completed successfully
14:15:20 INFO | autoserv| END GOOD	security_NetworkListeners	security_NetworkListeners	timestamp=1455221725	localtime=Feb 11 14:15:25
14:15:28 INFO | autoserv| END GOOD	----	----	timestamp=1455221733	localtime=Feb 11 14:15:33
14:15:28 INFO | autoserv| Got lock of exit_code_file.
14:15:28 INFO | autoserv| Released lock of exit_code_file and closed it.
14:15:30 INFO | autoserv| Client complete
14:15:31 INFO | autoserv| Finished processing control file
14:15:31 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_goICTassh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpXVl8bB -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:15:33 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_cwPYB4ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:15:38 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:15:38 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-19-security_RuntimeExecStack
14:15:38 INFO | autoserv| Logged pid 2387 to /tmp/test_that_results_Mo9M4N/results-19-security_RuntimeExecStack/.autoserv_execute
14:15:38 INFO | autoserv| I am PID 2387
14:15:38 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:15:38 INFO | autoserv| Processing control file
14:15:38 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_UOOst1ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpGL9JoC -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:15:40 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_MvQdVPssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:15:41 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:15:41	timestamp=1455221741
14:15:42 INFO | autoserv| Installing autotest on 192.168.1.42
14:15:42 INFO | autoserv| Using installation dir /usr/local/autotest
14:15:43 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:15:43 INFO | autoserv| Installing updated global_config.ini.
14:15:46 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:15:48 INFO | autoserv| Entered autotestd_monitor.
14:15:48 INFO | autoserv| Finished launching tail subprocesses.
14:15:48 INFO | autoserv| Finished waiting on autotestd to start.
14:15:48 INFO | autoserv| START	----	----	timestamp=1455221754	localtime=Feb 11 14:15:54
14:15:48 INFO | autoserv| START	security_RuntimeExecStack	security_RuntimeExecStack	timestamp=1455221754	localtime=Feb 11 14:15:54
14:15:48 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/security_RuntimeExecStack into test-security_RuntimeExecStack.tar.bz2
14:15:51 INFO | autoserv| GOOD	security_RuntimeExecStack	security_RuntimeExecStack	timestamp=1455221756	localtime=Feb 11 14:15:56	completed successfully
14:15:51 INFO | autoserv| END GOOD	security_RuntimeExecStack	security_RuntimeExecStack	timestamp=1455221756	localtime=Feb 11 14:15:56
14:15:54 INFO | autoserv| END GOOD	----	----	timestamp=1455221759	localtime=Feb 11 14:15:59
14:15:54 INFO | autoserv| Got lock of exit_code_file.
14:15:54 INFO | autoserv| Released lock of exit_code_file and closed it.
14:15:56 INFO | autoserv| Client complete
14:15:58 INFO | autoserv| Finished processing control file
14:15:58 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_c83MNossh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpAGZgZY -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:15:59 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_w0Daa8ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:16:05 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:16:05 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-20-security_AccountsBaseline
14:16:05 INFO | autoserv| Logged pid 2491 to /tmp/test_that_results_Mo9M4N/results-20-security_AccountsBaseline/.autoserv_execute
14:16:05 INFO | autoserv| I am PID 2491
14:16:05 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:16:05 INFO | autoserv| Processing control file
14:16:05 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_WEiqMdssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpO4TwYi -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:16:09 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_1HNRunssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:16:14 INFO | autoserv| Timed out waiting for master-ssh connection to be established.
14:16:14 INFO | autoserv| [stderr] Warning: Permanently added '192.168.1.42' (RSA) to the list of known hosts.
14:16:16 INFO | autoserv| [stderr] Warning: Permanently added '192.168.1.42' (RSA) to the list of known hosts.
14:16:17 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:16:17	timestamp=1455221777
14:16:17 INFO | autoserv| Installing autotest on 192.168.1.42
14:16:18 INFO | autoserv| Using installation dir /usr/local/autotest
14:16:19 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:16:19 INFO | autoserv| Installing updated global_config.ini.
14:16:21 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:16:22 INFO | autoserv| Entered autotestd_monitor.
14:16:22 INFO | autoserv| Finished launching tail subprocesses.
14:16:22 INFO | autoserv| Finished waiting on autotestd to start.
14:16:23 INFO | autoserv| START	----	----	timestamp=1455221788	localtime=Feb 11 14:16:28
14:16:23 INFO | autoserv| START	security_AccountsBaseline	security_AccountsBaseline	timestamp=1455221788	localtime=Feb 11 14:16:28
14:16:23 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/security_AccountsBaseline into test-security_AccountsBaseline.tar.bz2
14:16:26 INFO | autoserv| GOOD	security_AccountsBaseline	security_AccountsBaseline	timestamp=1455221791	localtime=Feb 11 14:16:31	completed successfully
14:16:26 INFO | autoserv| END GOOD	security_AccountsBaseline	security_AccountsBaseline	timestamp=1455221791	localtime=Feb 11 14:16:31
14:16:32 INFO | autoserv| END GOOD	----	----	timestamp=1455221797	localtime=Feb 11 14:16:37
14:16:32 INFO | autoserv| Got lock of exit_code_file.
14:16:32 INFO | autoserv| Released lock of exit_code_file and closed it.
14:16:34 INFO | autoserv| Client complete
14:16:35 INFO | autoserv| Finished processing control file
14:16:35 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_T5W1a2ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpb0hK0d -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:16:36 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Y2G3UEssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:16:41 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:16:41 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-21-login_RemoteOwnership
14:16:41 INFO | autoserv| Logged pid 2599 to /tmp/test_that_results_Mo9M4N/results-21-login_RemoteOwnership/.autoserv_execute
14:16:41 INFO | autoserv| I am PID 2599
14:16:41 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:16:41 INFO | autoserv| Processing control file
14:16:41 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_I1aVObssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmpm_Nue_ -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:16:45 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Q_7gR9ssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:16:47 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:16:47	timestamp=1455221807
14:16:47 INFO | autoserv| Installing autotest on 192.168.1.42
14:16:48 INFO | autoserv| Using installation dir /usr/local/autotest
14:16:51 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:16:51 INFO | autoserv| Installing updated global_config.ini.
14:16:55 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:16:56 INFO | autoserv| Entered autotestd_monitor.
14:16:56 INFO | autoserv| Finished launching tail subprocesses.
14:16:56 INFO | autoserv| Finished waiting on autotestd to start.
14:16:56 INFO | autoserv| START	----	----	timestamp=1455221821	localtime=Feb 11 14:17:01
14:16:56 INFO | autoserv| START	login_RemoteOwnership	login_RemoteOwnership	timestamp=1455221821	localtime=Feb 11 14:17:01
14:16:56 INFO | autoserv| Bundling /build/lars/usr/local/build/autotest/client/site_tests/login_RemoteOwnership into test-login_RemoteOwnership.tar.bz2
14:17:01 INFO | autoserv| ERROR	login_RemoteOwnership	login_RemoteOwnership	timestamp=1455221825	localtime=Feb 11 14:17:05	Unhandled OSError: [Errno 2] No such file or directory: '/usr/local/autotest/tests/login_RemoteOwnership/src'
14:17:01 INFO | autoserv| END ERROR	login_RemoteOwnership	login_RemoteOwnership	timestamp=1455221826	localtime=Feb 11 14:17:06
14:17:10 INFO | autoserv| END GOOD	----	----	timestamp=1455221835	localtime=Feb 11 14:17:15
14:17:10 INFO | autoserv| Got lock of exit_code_file.
14:17:10 INFO | autoserv| Released lock of exit_code_file and closed it.
14:17:12 INFO | autoserv| Client complete
14:17:13 INFO | autoserv| Finished processing control file
14:17:13 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_nDK1pTssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp8ZSIM0 -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:17:20 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_Y9xUSGssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:17:23 INFO | autoserv| record_state_duration failed: job_or_task_id=None, hostname=192.168.1.42, status=Running
14:17:24 INFO | autoserv| Results placed in /tmp/test_that_results_Mo9M4N/results-22-security_ChromiumOSLSM
14:17:24 INFO | autoserv| Logged pid 2703 to /tmp/test_that_results_Mo9M4N/results-22-security_ChromiumOSLSM/.autoserv_execute
14:17:24 INFO | autoserv| I am PID 2703
14:17:24 INFO | autoserv| Not checking if job_repo_url contains autotest packages on ['192.168.1.42']
14:17:24 INFO | autoserv| Processing control file
14:17:24 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_ArJPjessh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/tmp/tmp1gJlLV -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=300 -l root -p 22 192.168.1.42'
14:17:27 INFO | autoserv| Starting master ssh connection '/usr/bin/ssh -a -x   -N -o ControlMaster=yes -o ControlPath=/tmp/_autotmp_UiGghrssh-master/socket -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o BatchMode=yes -o ConnectTimeout=30 -o ServerAliveInterval=900 -o ServerAliveCountMax=3 -o ConnectionAttempts=4 -o Protocol=2 -l root -p 22 192.168.1.42'
14:17:28 INFO | autoserv| INFO	----	----	kernel=3.18.0-00003-g9bc7c2f	localtime=Feb 11 14:17:28	timestamp=1455221848
14:17:30 INFO | autoserv| Installing autotest on 192.168.1.42
14:17:31 INFO | autoserv| Using installation dir /usr/local/autotest
14:17:31 INFO | autoserv| Installation of autotest completed from /build/lars/usr/local/build/autotest/client/
14:17:31 INFO | autoserv| Installing updated global_config.ini.
14:17:35 INFO | autoserv| Executing /usr/local/autotest/bin/autotest /usr/local/autotest/control phase 0
14:17:36 INFO | autoserv| Entered autotestd_monitor.
14:17:36 INFO | autoserv| Finished launching tail subprocesses.
14:17:36 INFO | autoserv| Finished waiting on autotestd to start.
14:17:36 INFO | autoserv| START	----	----	timestamp=1455221861	localtime=Feb 11 14:17:41
